,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa)
23638,38.0,20.0,50.0,18.87,9.44,95.1,36.36,101.18
23639,80.0,35.0,38.0,18.84,10.65,95.13,48.95,101.18
23640,30.0,25.0,57.0,18.81,11.86,95.16,61.54,101.17
23641,74.0,14.0,64.0,18.8,11.18,95.18,41.2,101.16
23642,76.0,11.0,29.0,18.8,10.51,95.2,20.87,101.16
23643,26.0,7.0,23.0,18.8,10.13,95.2,20.81,101.16
23644,60.0,38.0,34.0,18.8,9.74,95.2,20.75,101.16
23645,21.0,1.0,40.0,18.8,9.36,95.2,20.69,101.16
23646,89.0,11.0,25.0,18.79,9.39,95.1,19.24,101.16
23647,56.0,26.0,38.0,18.78,9.42,95.0,17.78,101.15
23648,8.0,24.0,37.0,18.74,9.91,94.96,20.54,101.15
23649,3.0,30.0,41.0,18.7,10.41,94.93,23.3,101.14
23650,30.0,21.0,41.0,18.66,10.58,95.04,35.18,101.14
23651,47.0,23.0,47.0,18.61,10.76,95.14,47.06,101.14
23652,30.0,3.0,39.0,18.57,10.65,95.18,48.53,101.13
23653,13.0,12.0,38.0,18.53,10.54,95.22,50.0,101.12
23654,12.0,41.0,43.0,18.53,10.48,95.12,52.9,101.12
23655,86.0,38.0,57.0,18.52,10.42,95.01,55.81,101.12
23656,35.0,8.0,24.0,18.51,9.62,94.9,50.12,101.12
23657,89.0,13.0,63.0,18.5,8.82,94.79,44.44,101.12
23658,47.0,2.0,54.0,18.54,8.72,94.73,43.65,101.12
23659,56.0,1.0,40.0,18.58,8.62,94.67,42.86,101.12
23660,13.0,33.0,31.0,18.64,7.81,94.61,33.55,101.12
23661,63.0,13.0,39.0,18.7,7.0,94.55,24.24,101.13
23662,70.0,25.0,24.0,18.73,7.3,94.42,35.2,101.14
23663,58.0,44.0,33.0,18.75,7.6,94.29,46.15,101.14
23664,36.0,2.0,31.0,18.74,8.61,94.22,48.6,101.15
23665,27.0,27.0,37.0,18.72,9.62,94.16,51.06,101.15
23666,65.0,13.0,42.0,18.71,8.75,94.18,46.96,101.16
23667,88.0,31.0,37.0,18.7,7.89,94.19,42.86,101.17
23668,41.0,41.0,46.0,18.7,7.72,94.02,39.89,101.18
23669,24.0,6.0,24.0,18.7,7.55,93.85,36.92,101.18
23670,28.0,2.0,31.0,18.7,8.29,93.71,36.64,101.18
23671,51.0,10.0,32.0,18.7,9.03,93.57,36.36,101.18
23672,4.0,25.0,67.0,18.7,8.16,93.46,32.82,101.19
23673,39.0,16.0,25.0,18.7,7.29,93.36,29.27,101.2
23674,17.0,27.0,49.0,18.7,7.43,93.38,31.53,101.2
23675,62.0,23.0,47.0,18.7,7.57,93.41,33.8,101.2
23676,52.0,35.0,24.0,18.68,7.28,93.32,24.44,101.2
23677,19.0,14.0,42.0,18.66,7.0,93.24,15.09,101.21
23678,50.0,22.0,26.0,18.68,7.88,93.28,27.22,101.21
23679,17.0,21.0,25.0,18.7,8.77,93.33,39.34,101.21
23680,10.0,30.0,28.0,18.7,8.99,93.29,47.58,101.21
23681,48.0,39.0,49.0,18.7,9.21,93.25,55.81,101.21
23682,31.0,3.0,45.0,18.65,10.09,93.22,55.18,101.21
23683,76.0,3.0,55.0,18.6,10.97,93.19,54.55,101.21
23684,72.0,9.0,56.0,18.6,10.33,93.11,54.55,101.2
23685,36.0,20.0,25.0,18.6,9.69,93.03,54.55,101.2
23686,57.0,12.0,44.0,18.6,9.39,92.98,46.63,101.2
23687,82.0,25.0,65.0,18.6,9.09,92.94,38.71,101.21
23688,66.0,42.0,25.0,18.61,8.57,92.94,38.4,101.22
23689,28.0,8.0,23.0,18.62,8.05,92.94,38.1,101.22
23690,74.0,33.0,52.0,18.66,7.66,93.02,42.58,101.23
23691,71.0,39.0,29.0,18.7,7.27,93.11,47.06,101.24
23692,86.0,25.0,42.0,18.7,7.64,92.97,41.99,101.24
23693,76.0,15.0,21.0,18.7,8.02,92.83,36.92,101.25
23694,47.0,33.0,43.0,18.7,8.14,92.61,42.46,101.26
23695,33.0,7.0,24.0,18.71,8.26,92.39,48.0,101.26
23696,19.0,16.0,24.0,18.73,8.52,92.22,45.82,101.26
23697,28.0,5.0,42.0,18.74,8.79,92.06,43.64,101.27
23698,2.0,3.0,27.0,18.74,9.27,91.87,42.0,101.28
23699,37.0,39.0,52.0,18.73,9.74,91.68,40.35,101.29
23700,20.0,19.0,61.0,18.73,10.22,91.49,38.71,101.3
23701,15.0,14.0,45.0,18.77,8.75,91.34,37.0,101.3
23702,70.0,26.0,47.0,18.81,7.27,91.2,35.29,101.31
23703,42.0,3.0,26.0,18.93,8.01,90.85,27.1,101.32
23704,17.0,24.0,25.0,19.05,8.75,90.5,18.9,101.32
23705,20.0,4.0,21.0,19.23,8.54,89.95,23.74,101.32
23706,67.0,3.0,52.0,19.41,8.32,89.4,28.57,101.31
23707,32.0,19.0,22.0,19.48,9.05,89.12,24.37,101.32
23708,60.0,21.0,29.0,19.56,9.78,88.83,20.17,101.33
23709,69.0,3.0,33.0,19.65,9.4,88.33,19.54,101.34
23710,66.0,1.0,46.0,19.74,9.02,87.83,18.9,101.35
23711,72.0,4.0,27.0,19.84,9.26,87.32,30.88,101.35
23712,39.0,5.0,57.0,19.93,9.51,86.8,42.86,101.36
23713,57.0,20.0,54.0,19.99,9.62,86.46,41.1,101.37
23714,34.0,27.0,48.0,20.05,9.72,86.13,39.34,101.38
23715,17.0,43.0,48.0,20.08,9.4,85.91,39.34,101.38
23716,18.0,16.0,39.0,20.12,9.07,85.69,39.34,101.38
23717,1.0,40.0,51.0,20.27,9.84,85.22,52.1,101.38
23718,72.0,33.0,27.0,20.42,10.6,84.75,64.86,101.38
23719,12.0,24.0,55.0,20.6,9.98,83.93,42.26,101.38
23720,77.0,34.0,54.0,20.77,9.35,83.11,19.67,101.37
23721,67.0,27.0,30.0,20.92,9.2,82.72,20.36,101.38
23722,54.0,15.0,63.0,21.07,9.04,82.33,21.05,101.39
23723,9.0,35.0,65.0,21.34,9.38,81.3,38.43,101.4
23724,2.0,27.0,20.0,21.61,9.72,80.27,55.81,101.4
23725,11.0,17.0,34.0,21.92,12.54,78.86,57.9,101.4
23726,19.0,44.0,30.0,22.24,15.36,77.45,60.0,101.41
23727,26.0,34.0,53.0,22.48,12.97,76.7,62.43,101.41
23728,30.0,5.0,59.0,22.72,10.58,75.95,64.86,101.41
23729,54.0,6.0,37.0,23.22,12.05,73.88,61.7,101.41
23730,90.0,26.0,55.0,23.71,13.52,71.82,58.54,101.41
23731,21.0,40.0,32.0,24.03,12.62,70.41,58.54,101.42
23732,81.0,42.0,50.0,24.35,11.73,69.0,58.54,101.42
23733,90.0,35.0,64.0,24.54,11.66,68.13,40.48,101.43
23734,41.0,25.0,44.0,24.74,11.58,67.27,22.43,101.44
23735,33.0,36.0,61.0,25.1,11.97,66.11,37.3,101.44
23736,21.0,19.0,27.0,25.46,12.36,64.96,52.17,101.45
23737,50.0,43.0,46.0,25.98,13.3,62.9,58.52,101.45
23738,64.0,31.0,49.0,26.51,14.23,60.83,64.86,101.45
23739,32.0,26.0,20.0,26.9,12.9,59.76,44.43,101.44
23740,55.0,43.0,35.0,27.29,11.57,58.68,24.0,101.44
23741,51.0,10.0,58.0,27.36,11.85,58.36,24.12,101.44
23742,65.0,41.0,34.0,27.44,12.13,58.03,24.24,101.44
23743,11.0,32.0,44.0,28.28,11.8,55.9,35.65,101.44
23744,4.0,41.0,42.0,29.11,11.48,53.77,47.06,101.44
23745,15.0,5.0,63.0,29.1,11.76,53.67,38.34,101.44
23746,39.0,11.0,51.0,29.09,12.04,53.57,29.63,101.43
23747,33.0,11.0,69.0,29.28,11.81,53.01,28.77,101.44
23748,36.0,33.0,66.0,29.46,11.58,52.45,27.91,101.44
23749,84.0,8.0,69.0,29.66,11.75,51.86,27.14,101.44
23750,58.0,42.0,49.0,29.85,11.92,51.26,26.37,101.43
23751,56.0,30.0,31.0,30.34,11.25,50.28,25.68,101.43
23752,78.0,15.0,32.0,30.83,10.58,49.31,25.0,101.43
23753,39.0,44.0,32.0,30.68,11.48,49.36,25.98,101.42
23754,9.0,30.0,43.0,30.53,12.37,49.42,26.97,101.41
23755,10.0,22.0,47.0,30.65,11.74,49.04,36.56,101.4
23756,18.0,43.0,30.0,30.77,11.12,48.67,46.15,101.4
23757,86.0,41.0,34.0,30.97,11.43,48.14,55.5,101.4
23758,90.0,18.0,56.0,31.17,11.74,47.61,64.86,101.39
23759,14.0,42.0,54.0,31.0,11.81,47.84,58.52,101.38
23760,16.0,12.0,35.0,30.83,11.88,48.07,52.17,101.37
23761,66.0,34.0,37.0,31.01,11.76,47.36,51.62,101.36
23762,63.0,35.0,41.0,31.19,11.63,46.64,51.06,101.35
23763,68.0,4.0,49.0,30.86,12.07,47.41,39.16,101.34
23764,89.0,42.0,47.0,30.54,12.51,48.18,27.27,101.33
23765,4.0,28.0,43.0,30.54,13.07,48.07,35.85,101.32
23766,70.0,41.0,57.0,30.53,13.63,47.96,44.44,101.31
23767,21.0,38.0,38.0,30.72,12.74,47.47,42.91,101.3
23768,29.0,5.0,61.0,30.91,11.84,46.98,41.38,101.3
23769,41.0,19.0,28.0,31.0,11.74,46.74,34.81,101.3
23770,10.0,0.0,52.0,31.09,11.65,46.5,28.24,101.3
23771,41.0,33.0,69.0,31.22,11.54,46.1,26.62,101.3
23772,53.0,44.0,46.0,31.34,11.42,45.71,25.0,101.29
23773,72.0,6.0,68.0,31.16,11.84,45.64,24.5,101.28
23774,16.0,19.0,47.0,30.98,12.25,45.58,24.0,101.28
23775,61.0,15.0,57.0,31.28,10.86,45.13,21.38,101.28
23776,7.0,22.0,20.0,31.57,9.48,44.68,18.75,101.28
23777,65.0,6.0,60.0,31.78,9.93,44.16,24.56,101.28
23778,55.0,36.0,37.0,32.0,10.38,43.64,30.38,101.28
23779,52.0,12.0,41.0,31.86,10.17,43.77,32.34,101.28
23780,15.0,33.0,45.0,31.71,9.96,43.9,34.29,101.28
23781,11.0,30.0,35.0,31.65,10.25,43.95,35.09,101.27
23782,81.0,41.0,63.0,31.6,10.54,44.0,35.89,101.26
23783,14.0,44.0,52.0,31.54,10.83,44.04,36.7,101.26
23784,52.0,0.0,43.0,31.48,11.12,44.09,37.5,101.25
23785,10.0,11.0,33.0,31.17,11.69,44.89,31.52,101.24
23786,66.0,45.0,38.0,30.86,12.26,45.68,25.53,101.24
23787,24.0,18.0,68.0,30.31,12.86,47.8,27.76,101.24
23788,8.0,45.0,48.0,29.76,13.45,49.93,30.0,101.24
23789,59.0,44.0,34.0,29.53,13.88,50.6,33.75,101.24
23790,17.0,11.0,44.0,29.3,14.32,51.28,37.5,101.24
23791,24.0,45.0,31.0,29.26,13.88,51.4,48.75,101.23
23792,12.0,19.0,24.0,29.21,13.45,51.52,60.0,101.22
23793,68.0,45.0,41.0,29.33,12.44,51.33,63.34,101.21
23794,12.0,43.0,38.0,29.44,11.44,51.14,66.67,101.2
23795,71.0,44.0,65.0,29.18,11.88,51.56,65.76,101.2
23796,60.0,29.0,61.0,28.93,12.32,51.97,64.86,101.2
23797,88.0,3.0,42.0,28.47,13.77,53.04,64.86,101.19
23798,34.0,11.0,39.0,28.01,15.22,54.11,64.86,101.18
23799,57.0,1.0,65.0,27.65,15.34,55.1,65.76,101.16
23800,90.0,30.0,42.0,27.29,15.47,56.08,66.67,101.15
23801,41.0,10.0,31.0,27.14,15.12,56.6,60.0,101.16
23802,39.0,18.0,47.0,26.99,14.77,57.13,53.33,101.17
23803,45.0,44.0,34.0,26.58,15.3,58.12,64.16,101.16
23804,64.0,38.0,70.0,26.16,15.83,59.1,75.0,101.14
23805,11.0,39.0,32.0,26.05,14.53,59.86,75.0,101.15
23806,36.0,18.0,47.0,25.94,13.23,60.61,75.0,101.15
23807,30.0,7.0,29.0,25.99,13.7,60.66,52.32,101.15
23808,88.0,6.0,36.0,26.04,14.18,60.7,29.63,101.14
23809,46.0,0.0,51.0,25.78,13.99,61.39,40.9,101.14
23810,84.0,31.0,50.0,25.53,13.8,62.08,52.17,101.13
23811,63.0,28.0,66.0,25.47,14.62,62.13,67.46,101.12
23812,68.0,41.0,44.0,25.41,15.45,62.18,82.76,101.1
23813,25.0,3.0,26.0,25.11,15.1,63.04,77.74,101.1
23814,10.0,18.0,27.0,24.81,14.75,63.9,72.73,101.09
23815,45.0,19.0,24.0,24.6,15.02,64.67,73.87,101.09
23816,16.0,30.0,54.0,24.38,15.28,65.44,75.0,101.09
23817,68.0,28.0,41.0,24.4,14.46,65.68,61.5,101.09
23818,9.0,7.0,58.0,24.43,13.65,65.91,48.0,101.09
23819,75.0,22.0,68.0,24.26,13.8,66.32,57.34,101.08
23820,87.0,7.0,28.0,24.08,13.96,66.73,66.67,101.08
23821,2.0,42.0,41.0,23.98,15.33,66.96,76.19,101.07
23822,58.0,20.0,46.0,23.89,16.7,67.19,85.71,101.07
23823,20.0,30.0,28.0,23.79,15.34,67.56,79.22,101.07
23824,67.0,36.0,36.0,23.69,13.97,67.94,72.73,101.08
23825,49.0,34.0,21.0,23.4,15.02,68.88,80.81,101.07
23826,16.0,27.0,36.0,23.11,16.07,69.82,88.89,101.07
23827,81.0,42.0,27.0,22.97,16.04,70.61,85.82,101.07
23828,86.0,26.0,21.0,22.83,16.01,71.41,82.76,101.08
23829,89.0,8.0,44.0,22.7,15.45,72.09,77.86,101.08
23830,24.0,8.0,37.0,22.57,14.89,72.77,72.96,101.08
23831,36.0,25.0,24.0,22.44,14.32,73.46,68.06,101.09
23832,80.0,38.0,57.0,22.31,13.76,74.14,63.16,101.09
23833,83.0,25.0,58.0,22.26,13.24,74.74,67.94,101.09
23834,38.0,41.0,46.0,22.21,12.71,75.33,72.73,101.09
23835,80.0,32.0,69.0,22.04,12.47,75.96,60.86,101.09
23836,88.0,26.0,35.0,21.86,12.23,76.6,48.98,101.09
23837,3.0,18.0,37.0,21.61,12.95,77.59,60.86,101.1
23838,24.0,13.0,31.0,21.36,13.67,78.58,72.73,101.1
23839,37.0,8.0,38.0,21.15,12.46,79.59,64.94,101.1
23840,72.0,35.0,46.0,20.95,11.25,80.59,57.14,101.11
23841,61.0,5.0,35.0,20.76,11.88,81.36,57.14,101.1
23842,54.0,30.0,40.0,20.56,12.51,82.13,57.14,101.1
23843,14.0,28.0,22.0,20.37,12.03,83.08,67.28,101.1
23844,5.0,25.0,67.0,20.18,11.55,84.03,77.42,101.11
23845,1.0,27.0,20.0,19.94,11.52,85.12,63.2,101.12
23846,85.0,21.0,28.0,19.7,11.5,86.21,48.98,101.13
23847,34.0,14.0,57.0,19.5,11.76,87.2,53.76,101.12
23848,32.0,7.0,53.0,19.31,12.01,88.2,58.54,101.12
23849,30.0,33.0,22.0,19.22,11.4,88.76,56.8,101.12
23850,40.0,12.0,38.0,19.12,10.78,89.32,55.07,101.12
23851,5.0,35.0,40.0,19.03,10.17,89.88,53.33,101.12
23852,81.0,25.0,26.0,18.91,9.7,90.65,49.74,101.12
23853,36.0,26.0,24.0,18.79,9.23,91.42,46.15,101.13
23854,88.0,24.0,28.0,18.74,9.8,91.93,48.6,101.14
23855,26.0,39.0,41.0,18.7,10.36,92.43,51.06,101.14
23856,41.0,33.0,65.0,18.68,10.48,92.76,36.54,101.14
23857,25.0,1.0,39.0,18.66,10.61,93.08,22.02,101.14
23858,85.0,39.0,22.0,18.65,10.87,93.18,41.01,101.14
23859,59.0,14.0,59.0,18.64,11.13,93.27,60.0,101.14
23860,77.0,26.0,32.0,18.58,9.96,93.6,45.58,101.15
23861,7.0,18.0,23.0,18.51,8.8,93.93,31.17,101.15
23862,73.0,4.0,47.0,18.51,10.69,94.2,44.86,101.15
23863,69.0,26.0,65.0,18.5,12.58,94.47,58.54,101.15
23864,62.0,8.0,42.0,18.5,11.98,94.54,58.54,101.16
23865,15.0,28.0,68.0,18.5,11.38,94.61,58.54,101.16
23866,9.0,37.0,44.0,18.43,11.01,94.8,56.54,101.16
23867,29.0,42.0,31.0,18.36,10.64,94.98,54.55,101.17
23868,47.0,16.0,57.0,18.34,10.39,95.29,49.5,101.18
23869,46.0,13.0,29.0,18.32,10.14,95.6,44.44,101.2
23870,77.0,6.0,25.0,18.36,10.65,95.68,52.99,101.2
23871,15.0,45.0,23.0,18.4,11.16,95.75,61.54,101.21
23872,39.0,38.0,59.0,18.34,9.74,95.77,43.4,101.22
23873,27.0,32.0,36.0,18.28,8.32,95.79,25.26,101.24
23874,16.0,5.0,30.0,18.24,8.5,95.9,32.63,101.24
23875,24.0,33.0,26.0,18.21,8.68,96.0,40.0,101.24
23876,7.0,9.0,28.0,18.16,8.59,96.0,39.05,101.24
23877,25.0,21.0,69.0,18.12,8.5,96.0,38.1,101.24
23878,69.0,39.0,28.0,18.12,8.8,96.0,40.87,101.24
23879,12.0,15.0,38.0,18.13,9.1,96.0,43.64,101.24
23880,48.0,16.0,55.0,18.09,10.46,96.0,48.48,101.24
23881,2.0,2.0,51.0,18.05,11.82,96.0,53.33,101.25
23882,45.0,26.0,46.0,18.02,10.46,96.0,45.72,101.25
23883,13.0,12.0,22.0,18.0,9.11,96.0,38.1,101.25
23884,53.0,16.0,25.0,18.0,8.12,96.0,29.22,101.25
23885,62.0,29.0,22.0,18.01,7.12,96.0,20.34,101.25
23886,28.0,1.0,21.0,18.0,8.13,96.0,31.6,101.25
23887,47.0,17.0,65.0,17.98,9.14,96.0,42.86,101.25
23888,18.0,42.0,53.0,17.99,8.26,96.0,39.08,101.25
23889,52.0,23.0,30.0,18.0,7.37,96.0,35.29,101.25
23890,68.0,40.0,56.0,17.88,5.82,96.0,25.81,101.26
23891,63.0,2.0,66.0,17.76,4.26,96.0,16.33,101.27
23892,38.0,12.0,61.0,17.73,4.72,96.0,17.92,101.27
23893,90.0,13.0,35.0,17.69,5.18,96.0,19.51,101.27
23894,61.0,14.0,34.0,17.65,5.11,96.0,19.43,101.27
23895,32.0,42.0,33.0,17.6,5.04,96.0,19.35,101.27
23896,80.0,12.0,36.0,17.54,5.24,96.0,21.92,101.27
23897,44.0,14.0,31.0,17.47,5.43,96.0,24.49,101.27
23898,74.0,31.0,65.0,17.48,6.04,96.0,28.24,101.27
23899,85.0,5.0,36.0,17.5,6.64,96.0,32.0,101.27
23900,29.0,39.0,49.0,17.48,5.63,96.0,30.28,101.27
23901,44.0,3.0,39.0,17.47,4.62,96.0,28.57,101.27
23902,9.0,29.0,60.0,17.42,5.45,96.0,30.08,101.27
23903,11.0,2.0,49.0,17.37,6.28,96.0,31.58,101.27
23904,18.0,1.0,37.0,17.36,6.01,96.0,30.69,101.27
23905,24.0,34.0,57.0,17.36,5.75,96.0,29.81,101.27
23906,78.0,35.0,25.0,17.35,5.48,96.0,28.92,101.27
23907,55.0,43.0,25.0,17.35,5.59,96.0,26.83,101.27
23908,90.0,43.0,41.0,17.35,5.7,96.0,24.74,101.27
23909,67.0,22.0,32.0,17.24,4.05,96.0,21.06,101.27
23910,44.0,45.0,53.0,17.13,2.4,96.0,17.39,101.27
23911,1.0,24.0,30.0,17.05,2.91,96.0,18.45,101.28
23912,48.0,9.0,50.0,16.97,3.42,96.0,19.51,101.28
23913,78.0,40.0,60.0,16.9,2.54,96.0,17.35,101.28
23914,56.0,4.0,40.0,16.82,1.66,96.0,15.19,101.27
23915,11.0,31.0,44.0,16.77,2.71,96.0,15.34,101.26
23916,19.0,7.0,50.0,16.72,3.76,96.0,15.48,101.26
23917,11.0,8.0,46.0,16.61,1.88,96.0,7.86,101.25
23918,59.0,11.0,20.0,16.5,0.01,96.0,0.25,101.24
23919,62.0,2.0,27.0,16.36,0.0,96.0,0.12,101.24
23920,56.0,41.0,40.0,16.21,0.0,96.0,0.0,101.23
23921,48.0,14.0,59.0,16.1,0.0,96.0,0.0,101.23
23922,89.0,27.0,24.0,16.0,0.0,96.0,0.0,101.23
23923,30.0,31.0,69.0,15.91,0.0,96.0,0.0,101.22
23924,58.0,5.0,23.0,15.82,0.0,96.0,0.0,101.22
23925,30.0,37.0,38.0,15.81,0.0,96.0,0.0,101.22
23926,51.0,19.0,62.0,15.8,0.0,96.0,0.0,101.22
23927,43.0,27.0,68.0,15.84,0.6,96.0,4.01,101.22
23928,79.0,42.0,50.0,15.89,1.19,96.0,8.03,101.21
23929,63.0,8.0,31.0,16.03,0.9,96.0,5.69,101.2
23930,2.0,43.0,31.0,16.17,0.6,96.0,3.36,101.2
23931,85.0,29.0,53.0,16.16,0.3,96.0,1.68,101.2
23932,18.0,2.0,22.0,16.15,0.0,96.0,0.0,101.19
23933,78.0,39.0,37.0,16.17,0.62,96.0,2.13,101.18
23934,46.0,28.0,60.0,16.2,1.23,96.0,4.26,101.17
23935,37.0,9.0,38.0,16.17,0.81,96.0,3.2,101.18
23936,82.0,24.0,69.0,16.15,0.39,96.0,2.14,101.18
23937,23.0,9.0,29.0,16.13,1.52,96.0,4.14,101.18
23938,46.0,16.0,51.0,16.11,2.64,96.0,6.15,101.17
23939,69.0,30.0,65.0,16.25,3.04,96.0,6.28,101.17
23940,34.0,42.0,32.0,16.39,3.44,96.0,6.42,101.17
23941,23.0,33.0,25.0,16.44,2.94,96.0,6.59,101.17
23942,8.0,12.0,38.0,16.49,2.45,96.0,6.76,101.17
23943,39.0,23.0,24.0,16.42,1.28,96.0,4.97,101.17
23944,32.0,33.0,66.0,16.34,0.11,96.0,3.19,101.17
23945,2.0,10.0,60.0,16.18,0.06,96.0,1.6,101.16
23946,31.0,14.0,32.0,16.01,0.0,96.0,0.0,101.16
23947,57.0,6.0,22.0,15.97,0.0,96.0,0.0,101.16
23948,59.0,6.0,65.0,15.93,0.0,96.0,0.0,101.16
23949,45.0,26.0,52.0,15.95,0.12,96.0,1.34,101.15
23950,51.0,23.0,34.0,15.97,0.25,96.0,2.69,101.14
23951,21.0,4.0,28.0,16.04,1.04,96.0,3.09,101.13
23952,54.0,36.0,45.0,16.11,1.83,96.0,3.49,101.12
23953,47.0,35.0,65.0,16.11,2.03,96.0,4.01,101.12
23954,67.0,14.0,70.0,16.11,2.24,96.0,4.53,101.12
23955,12.0,24.0,47.0,16.11,2.44,96.0,5.05,101.12
23956,74.0,41.0,70.0,16.2,2.64,96.0,5.42,101.12
23957,11.0,28.0,43.0,16.28,2.85,96.0,5.78,101.12
23958,4.0,9.0,61.0,16.4,3.84,96.0,7.85,101.12
23959,81.0,31.0,41.0,16.52,4.84,96.0,9.92,101.11
23960,65.0,5.0,56.0,16.62,5.14,96.0,11.74,101.12
23961,14.0,31.0,24.0,16.71,5.44,96.0,13.56,101.12
23962,57.0,13.0,29.0,16.76,5.06,96.0,13.76,101.12
23963,2.0,10.0,67.0,16.8,4.68,96.0,13.95,101.13
23964,2.0,42.0,33.0,16.8,4.82,96.0,11.66,101.13
23965,75.0,32.0,54.0,16.81,4.96,96.0,9.38,101.13
23966,70.0,7.0,65.0,16.87,5.09,96.0,14.86,101.12
23967,30.0,32.0,59.0,16.92,5.22,96.0,20.34,101.12
23968,1.0,32.0,26.0,16.91,5.01,96.0,18.87,101.12
23969,19.0,11.0,41.0,16.9,4.8,96.0,17.39,101.13
23970,19.0,29.0,58.0,16.89,4.32,96.0,16.54,101.14
23971,55.0,2.0,69.0,16.88,3.84,96.0,15.69,101.16
23972,66.0,3.0,69.0,16.84,3.22,96.0,12.06,101.17
23973,51.0,27.0,51.0,16.79,2.59,96.0,8.42,101.18
23974,45.0,35.0,55.0,16.76,2.08,96.0,10.33,101.18
23975,78.0,21.0,67.0,16.74,1.57,96.0,12.24,101.19
23976,9.0,37.0,70.0,16.68,1.76,96.0,8.1,101.18
23977,67.0,25.0,40.0,16.63,1.96,96.0,3.97,101.18
23978,9.0,7.0,62.0,16.6,1.4,96.0,3.99,101.18
23979,10.0,43.0,37.0,16.57,0.84,96.0,4.01,101.19
23980,85.0,32.0,44.0,16.54,1.07,96.0,5.46,101.2
23981,74.0,7.0,68.0,16.51,1.3,96.0,6.9,101.2
23982,83.0,27.0,58.0,16.58,1.42,96.0,7.14,101.2
23983,67.0,32.0,20.0,16.65,1.55,96.0,7.38,101.19
23984,82.0,35.0,45.0,16.63,1.82,96.0,7.13,101.2
23985,18.0,43.0,58.0,16.61,2.09,96.0,6.88,101.21
23986,21.0,41.0,37.0,16.68,1.6,96.0,5.43,101.21
23987,15.0,38.0,35.0,16.76,1.1,96.0,3.98,101.21
23988,61.0,37.0,63.0,16.94,1.12,96.0,3.49,101.22
23989,33.0,16.0,59.0,17.11,1.13,96.0,3.0,101.22
23990,75.0,6.0,33.0,17.5,1.65,96.0,7.17,101.22
23991,82.0,22.0,34.0,17.88,2.18,96.0,11.34,101.23
23992,63.0,11.0,57.0,18.27,2.7,96.0,15.5,101.24
23993,64.0,43.0,57.0,18.66,3.23,96.0,19.67,101.24
23994,61.0,22.0,56.0,19.01,4.24,96.0,16.9,101.24
23995,77.0,18.0,60.0,19.36,5.26,96.0,14.12,101.25
23996,32.0,5.0,36.0,19.81,5.51,96.0,14.38,101.26
23997,31.0,40.0,68.0,20.26,5.76,96.0,14.63,101.27
23998,3.0,16.0,69.0,20.68,5.94,96.0,20.8,101.28
23999,20.0,38.0,41.0,21.11,6.11,96.0,26.97,101.29
24000,42.0,43.0,29.0,21.74,6.68,96.0,31.94,101.29
24001,85.0,18.0,44.0,22.37,7.25,96.0,36.92,101.29
24002,36.0,11.0,46.0,22.54,7.79,96.0,40.68,101.29
24003,36.0,20.0,29.0,22.72,8.33,96.0,44.44,101.29
24004,4.0,41.0,38.0,23.26,8.16,92.96,34.66,101.29
24005,28.0,9.0,40.0,23.79,8.0,89.93,24.87,101.3
24006,45.0,35.0,38.0,24.33,7.83,86.89,15.09,101.3
24007,84.0,22.0,48.0,24.6,8.94,82.24,17.14,101.29
24008,68.0,43.0,34.0,24.87,10.06,77.6,19.2,101.28
24009,16.0,27.0,70.0,24.8,9.96,76.97,22.1,101.28
24010,53.0,28.0,38.0,24.74,9.87,76.34,25.0,101.28
24011,88.0,24.0,32.0,25.48,10.45,73.86,24.5,101.28
24012,66.0,10.0,25.0,26.23,11.04,71.37,24.0,101.29
24013,46.0,29.0,38.0,26.35,11.6,70.31,26.64,101.3
24014,47.0,30.0,48.0,26.47,12.17,69.25,29.27,101.3
24015,8.0,26.0,29.0,27.1,11.98,67.03,46.22,101.3
24016,81.0,36.0,59.0,27.72,11.78,64.81,63.16,101.3
24017,39.0,19.0,20.0,27.52,11.35,64.61,54.66,101.32
24018,24.0,6.0,54.0,27.32,10.92,64.41,46.15,101.33
24019,86.0,8.0,53.0,26.98,11.18,65.11,43.08,101.34
24020,49.0,30.0,49.0,26.65,11.44,65.81,40.0,101.35
24021,21.0,18.0,68.0,27.32,11.32,63.84,47.9,101.34
24022,76.0,38.0,62.0,27.99,11.19,61.87,55.81,101.33
24023,73.0,17.0,50.0,28.21,10.7,61.18,53.99,101.34
24024,19.0,17.0,59.0,28.43,10.21,60.48,52.17,101.34
24025,65.0,4.0,30.0,28.85,10.44,59.08,46.08,101.36
24026,78.0,30.0,55.0,29.27,10.67,57.67,40.0,101.37
24027,42.0,27.0,25.0,29.3,9.76,57.76,33.48,101.37
24028,18.0,8.0,64.0,29.34,8.86,57.84,26.97,101.37
24029,86.0,13.0,70.0,30.14,9.0,55.23,24.92,101.37
24030,23.0,11.0,31.0,30.93,9.14,52.62,22.86,101.37
24031,33.0,20.0,59.0,30.93,9.54,52.38,21.78,101.36
24032,75.0,23.0,26.0,30.93,9.95,52.15,20.69,101.35
24033,58.0,17.0,59.0,31.12,9.74,51.62,33.42,101.35
24034,60.0,19.0,24.0,31.32,9.52,51.09,46.15,101.35
24035,60.0,6.0,58.0,31.24,9.8,51.12,33.79,101.34
